,phase,phase_dot,stride_length,ramp,jointangles_thigh_x,jointangles_shank_x,jointangles_foot_x,jointangles_thigh_dot_x,jointangles_shank_dot_x,jointangles_foot_dot_x,Subject,Test
0,0.032821335112883314,0.062127880140880096,0.09405364081974332,2.1423623762259463,6.659077408237934,4.172174031613215,4.546268419271137,19.516384435936736,26.008280256120873,35.36283627017508,AB01,NSL
1,0.01597656795713175,0.05638043695846303,0.0880979987164468,1.814068914748303,4.500440423976967,3.605879308052052,3.3751111400757896,19.834679580731095,18.441685966589755,23.737820587813896,AB02,NSL
2,0.016249727175188432,0.054194299977629645,0.09362881670474316,2.380105454272766,4.890441700246027,4.039507885650994,4.382420276008803,44.98304949801772,24.419793399697625,32.22926718223822,AB03,NSL
3,0.036002728129756766,0.07534498279851302,0.07671470494964897,2.275165485477889,5.564517810647912,4.393549463845552,4.174112077014203,39.79805595660032,27.267107095400497,36.163373826043596,AB04,NSL
4,0.017322929445958316,0.06483357285611926,0.07819935729130315,1.7096953823821461,5.484618600792807,3.9999604928321477,3.706330324512356,18.168651299500006,19.459744389591574,31.57373058271103,AB05,NSL
5,0.019776735519409287,0.07499079401715444,0.0878091522339264,1.677330892978125,5.137752944336421,3.8655259861990463,3.911256773069622,17.0258061348252,21.389710366879378,25.310168369379145,AB06,NSL
6,0.04059156830391704,0.06355451791010368,0.1090348654249366,2.29729818576673,6.896389804848349,5.777176112540002,4.646281579591427,21.92006228388933,27.77966726072696,34.02414865605073,AB07,NSL
7,0.03842612485158294,0.07818137338706925,0.1070160696829706,1.7463244501910522,6.950411759718304,4.45198232175713,4.615746352448079,22.666139701630524,27.40158766079049,39.78591639704844,AB08,NSL
8,0.019538393289191564,0.06184172666169185,0.08366579037924247,1.9337184972352444,4.800398695266436,4.860159279894971,4.084116645704654,18.011546960944603,21.73027164540363,30.048708313529406,AB09,NSL
9,0.028311925757072802,0.06594167618703223,0.0895000506098746,1.9951029824347126,4.512671452771133,5.208862297780879,3.7764981027529756,18.767877965177828,23.59565574207223,30.578133528135634,AB10,NSL
10,0.023877269806236986,0.06687345106216068,0.1146268035421406,2.1203984042219863,18.68440326736633,6.1084481175168746,5.656893318176608,20.19098159509052,26.06999150211709,30.518978644203624,AB01,ISA
11,0.02469797879558099,0.06948999517300633,0.11299257000386664,3.036186125782029,10.685395888336968,4.384122872172025,4.363058491580121,23.667265314694276,23.88061152696859,30.731862631478407,AB02,ISA
12,0.037976242092342266,0.07686080533673921,0.17883908944531354,2.9472868575245026,6.705453136164304,7.293375509248745,5.984849527233661,51.709164202879826,36.03930920675482,43.684715668380434,AB03,ISA
13,0.04799949666864368,0.11081758044300054,0.09884088074430315,2.457574116266001,23.29649153833229,6.055798652890214,6.094189465970343,41.135403120496356,32.294410776252356,42.92783673438027,AB04,ISA
14,0.024239256175733134,0.08975806784859662,0.07767971367503777,2.1237122163887006,5.735267479453718,4.599200146928451,4.505411220250912,22.886264467315048,25.419779032317166,34.90628841831873,AB05,ISA
15,0.032027667222380735,0.07833649049507474,0.12289316748985153,1.7198225629476016,9.688587323354717,4.571420120807017,3.9619046509424205,23.123023400567828,27.03643258226478,33.34365823455874,AB06,ISA
16,0.032156348639737695,0.0821790660097302,0.12174033550479572,2.037638277365195,5.7407880762825885,5.385872973899805,7.05182228731711,26.830406698140422,27.689547265027795,34.99403120967725,AB07,ISA
17,0.03203574775702079,0.08152124463955317,0.1433004371464679,1.7489699535780678,10.11766254063306,5.330046677189218,5.164863719706733,26.434230156768567,28.76058129083596,38.48273557687629,AB08,ISA
18,0.017246382998272497,0.06721203340137119,0.1270531464290145,1.9167394817559376,5.069570653783386,4.104977901703946,3.38943860281085,20.531142055907274,23.789974983227122,28.594372489650503,AB09,ISA
19,0.06592212029067232,0.12229681915866719,0.09480664742443945,3.4500797590426706,6.874248170599678,7.1487557234775325,7.33994478414571,28.255529109432523,38.139934430998125,53.4937867180942,AB10,ISA
